OrgType,OrgCode,OrgName,Measure,InitialCaseness,VariableType,VariableA,VariableB,Count_FinishedCourseTreatmentByInitialCasenessStatus,Count_FinishedCourseTreatmentPairedWSAS,Mean_Start,SD_Start,Mean_End,SD_End,EffectSize
Provider,NQL,NAVIGO HEALTH AND SOCIAL CARE CIC,GAD7,NotCaseness,Presenting Complaint,Depression,NULL,10,NULL,4.8,1.7,2.5,2.1,1.1
Provider,NQL,NAVIGO HEALTH AND SOCIAL CARE CIC,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Total,15,NULL,5.8,2,3.8,3.6,0.8
Provider,NQL,NAVIGO HEALTH AND SOCIAL CARE CIC,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Agoraphobia,*,NULL,*,*,*,*,*
Provider,NQL,NAVIGO HEALTH AND SOCIAL CARE CIC,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Generalised anxiety disorder,10,NULL,6,1.8,3.7,3.3,1.3
Provider,NQL,NAVIGO HEALTH AND SOCIAL CARE CIC,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Hypochondriacal disorders,*,NULL,*,*,*,*,*
Provider,NQL,NAVIGO HEALTH AND SOCIAL CARE CIC,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,*,NULL,*,*,*,*,*
Provider,NQL,NAVIGO HEALTH AND SOCIAL CARE CIC,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Obsessive-compulsive disorder,*,NULL,*,*,*,*,*
Provider,NQL,NAVIGO HEALTH AND SOCIAL CARE CIC,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Other anxiety or stress related disorder,*,NULL,*,*,*,*,*
Provider,NQL,NAVIGO HEALTH AND SOCIAL CARE CIC,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],*,NULL,*,*,*,*,*
Provider,NQL,NAVIGO HEALTH AND SOCIAL CARE CIC,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Post-traumatic stress disorder,*,NULL,*,*,*,*,*
Provider,NQL,NAVIGO HEALTH AND SOCIAL CARE CIC,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Social phobias,*,NULL,*,*,*,*,*
Provider,NQL,NAVIGO HEALTH AND SOCIAL CARE CIC,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Specific (isolated) phobias,*,NULL,*,*,*,*,*
Provider,NQL,NAVIGO HEALTH AND SOCIAL CARE CIC,GAD7,NotCaseness,Presenting Complaint,Medically Unexplained Symptoms,Body dysmorphic disorder,*,NULL,*,*,*,*,*
Provider,NQL,NAVIGO HEALTH AND SOCIAL CARE CIC,GAD7,NotCaseness,Presenting Complaint,Medically Unexplained Symptoms,Chronic fatigue syndrome,*,NULL,*,*,*,*,*
Provider,NQL,NAVIGO HEALTH AND SOCIAL CARE CIC,GAD7,NotCaseness,Presenting Complaint,Medically Unexplained Symptoms,Irritable bowel syndrome,*,NULL,*,*,*,*,*
Provider,NQL,NAVIGO HEALTH AND SOCIAL CARE CIC,GAD7,NotCaseness,Presenting Complaint,Medically Unexplained Symptoms,MUS not otherwise specified,*,NULL,*,*,*,*,*
Provider,NQL,NAVIGO HEALTH AND SOCIAL CARE CIC,GAD7,NotCaseness,Presenting Complaint,Other Mental Health problems,Other,*,NULL,*,*,*,*,*
Provider,NQL,NAVIGO HEALTH AND SOCIAL CARE CIC,GAD7,NotCaseness,Presenting Complaint,Other recorded problems,NULL,*,NULL,*,*,*,*,*
Provider,NQL,NAVIGO HEALTH AND SOCIAL CARE CIC,GAD7,NotCaseness,Presenting Complaint,Not stated/Not known/Invalid,NULL,*,NULL,*,*,*,*,*
Provider,NQL,NAVIGO HEALTH AND SOCIAL CARE CIC,WASAS - Work,NULL,NULL,NULL,NULL,NULL,1555,4.2,2.6,3,2.5,0.4
Provider,NQL,NAVIGO HEALTH AND SOCIAL CARE CIC,WASAS - Home Management,NULL,NULL,NULL,NULL,NULL,1555,3.9,2.3,2.9,2.2,0.4
Provider,NQL,NAVIGO HEALTH AND SOCIAL CARE CIC,WASAS - Social Leisure Activities,NULL,NULL,NULL,NULL,NULL,1555,4.9,2.3,3.4,2.4,0.6
Provider,NQL,NAVIGO HEALTH AND SOCIAL CARE CIC,WASAS - Private Leisure Activities,NULL,NULL,NULL,NULL,NULL,1555,4,2.4,2.9,2.3,0.5
Provider,NQL,NAVIGO HEALTH AND SOCIAL CARE CIC,WASAS - Relationships,NULL,NULL,NULL,NULL,NULL,1555,4.1,2.3,2.9,2.3,0.5
Provider,NQV,BROMLEY HEALTHCARE,PHQ9,AtCaseness,Total,All,NULL,2265,NULL,14,5.4,8.6,6.2,1
Provider,NQV,BROMLEY HEALTHCARE,PHQ9,AtCaseness,Presenting Complaint,Depression,NULL,25,NULL,16,4.4,11.3,7.4,1
Provider,NQV,BROMLEY HEALTHCARE,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Total,1265,NULL,12.5,5.5,7.7,5.9,0.8
Provider,NQV,BROMLEY HEALTHCARE,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Agoraphobia,15,NULL,15.4,6.8,12.5,7.7,0.5
Provider,NQV,BROMLEY HEALTHCARE,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Generalised anxiety disorder,620,NULL,11.7,5,7,5.1,0.9
Provider,NQV,BROMLEY HEALTHCARE,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Hypochondriacal disorders,50,NULL,9.8,5.2,3.8,4,1
Provider,NQV,BROMLEY HEALTHCARE,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,60,NULL,15.1,5.6,10,5.7,1
Provider,NQV,BROMLEY HEALTHCARE,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Obsessive-compulsive disorder,105,NULL,13.2,5.7,7.9,5.7,0.9
Provider,NQV,BROMLEY HEALTHCARE,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Other anxiety or stress related disorder,90,NULL,13.6,5.2,8.8,6,0.9
Provider,NQV,BROMLEY HEALTHCARE,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],85,NULL,12.3,6.4,8.7,7.1,0.6
Provider,NQV,BROMLEY HEALTHCARE,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Post-traumatic stress disorder,130,NULL,15.4,5.8,10.8,7.9,0.8
Provider,NQV,BROMLEY HEALTHCARE,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Social phobias,85,NULL,12.4,5.2,6.3,5.2,1
Provider,NQV,BROMLEY HEALTHCARE,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Specific (isolated) phobias,30,NULL,11.2,6.5,5.8,4.9,0.9
Provider,NQV,BROMLEY HEALTHCARE,PHQ9,AtCaseness,Presenting Complaint,Medically Unexplained Symptoms,Body dysmorphic disorder,10,NULL,16,3,10,7.5,1.1
Provider,NQV,BROMLEY HEALTHCARE,PHQ9,AtCaseness,Presenting Complaint,Medically Unexplained Symptoms,Chronic fatigue syndrome,*,NULL,*,*,*,*,*
Provider,NQV,BROMLEY HEALTHCARE,PHQ9,AtCaseness,Presenting Complaint,Medically Unexplained Symptoms,Irritable bowel syndrome,*,NULL,*,*,*,*,*
Provider,NQV,BROMLEY HEALTHCARE,PHQ9,AtCaseness,Presenting Complaint,Medically Unexplained Symptoms,MUS not otherwise specified,*,NULL,*,*,*,*,*
Provider,NQV,BROMLEY HEALTHCARE,PHQ9,AtCaseness,Presenting Complaint,Other Mental Health problems,Other,5,NULL,14.5,6.1,9.2,5.1,1
Provider,NQV,BROMLEY HEALTHCARE,PHQ9,AtCaseness,Presenting Complaint,Other recorded problems,NULL,*,NULL,*,*,*,*,*
Provider,NQV,BROMLEY HEALTHCARE,PHQ9,AtCaseness,Presenting Complaint,Not stated/Not known/Invalid,NULL,955,NULL,15.9,4.7,9.6,6.2,1.2
Provider,NQV,BROMLEY HEALTHCARE,PHQ9,NotCaseness,Total,All,NULL,190,NULL,5.4,2.6,4,3.4,0.5
Provider,NQV,BROMLEY HEALTHCARE,PHQ9,NotCaseness,Presenting Complaint,Depression,NULL,*,NULL,*,*,*,*,*
Provider,NQV,BROMLEY HEALTHCARE,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Total,110,NULL,4.8,2.6,3.3,3.1,0.6
Provider,NQV,BROMLEY HEALTHCARE,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Agoraphobia,*,NULL,*,*,*,*,*
Provider,NQV,BROMLEY HEALTHCARE,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Generalised anxiety disorder,45,NULL,5.3,2.5,3.3,3.1,0.8
Provider,NQV,BROMLEY HEALTHCARE,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Hypochondriacal disorders,*,NULL,*,*,*,*,*
Provider,NQV,BROMLEY HEALTHCARE,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,10,NULL,3.5,2.2,2.3,2.3,0.5
Provider,NQV,BROMLEY HEALTHCARE,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Obsessive-compulsive disorder,5,NULL,6.3,1.6,3.3,3.1,1.1
Provider,NQV,BROMLEY HEALTHCARE,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Other anxiety or stress related disorder,15,NULL,5.7,2.4,4.3,2.6,0.6
Provider,NQV,BROMLEY HEALTHCARE,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],10,NULL,2.8,1.7,3.1,3.6,-0.1
Provider,NQV,BROMLEY HEALTHCARE,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Post-traumatic stress disorder,5,NULL,6.1,2,5.3,4.7,0.3
Provider,NQV,BROMLEY HEALTHCARE,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Social phobias,*,NULL,*,*,*,*,*
Provider,NQV,BROMLEY HEALTHCARE,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Specific (isolated) phobias,10,NULL,2,2.2,1.2,2,0.3
Provider,NQV,BROMLEY HEALTHCARE,PHQ9,NotCaseness,Presenting Complaint,Medically Unexplained Symptoms,Body dysmorphic disorder,*,NULL,*,*,*,*,*
Provider,NQV,BROMLEY HEALTHCARE,PHQ9,NotCaseness,Presenting Complaint,Medically Unexplained Symptoms,Chronic fatigue syndrome,*,NULL,*,*,*,*,*
Provider,NQV,BROMLEY HEALTHCARE,PHQ9,NotCaseness,Presenting Complaint,Medically Unexplained Symptoms,Irritable bowel syndrome,*,NULL,*,*,*,*,*
Provider,NQV,BROMLEY HEALTHCARE,PHQ9,NotCaseness,Presenting Complaint,Medically Unexplained Symptoms,MUS not otherwise specified,*,NULL,*,*,*,*,*
Provider,NQV,BROMLEY HEALTHCARE,PHQ9,NotCaseness,Presenting Complaint,Other Mental Health problems,Other,*,NULL,*,*,*,*,*
Provider,NQV,BROMLEY HEALTHCARE,PHQ9,NotCaseness,Presenting Complaint,Other recorded problems,NULL,*,NULL,*,*,*,*,*
Provider,NQV,BROMLEY HEALTHCARE,PHQ9,NotCaseness,Presenting Complaint,Not stated/Not known/Invalid,NULL,75,NULL,6.4,2.3,5,3.7,0.5
Provider,NQV,BROMLEY HEALTHCARE,GAD7,AtCaseness,Total,All,NULL,2265,NULL,13.4,4.5,7.9,5.5,1.2
Provider,NQV,BROMLEY HEALTHCARE,GAD7,AtCaseness,Presenting Complaint,Depression,NULL,25,NULL,10.8,5.7,7.4,5.6,0.7
Provider,NQV,BROMLEY HEALTHCARE,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Total,1265,NULL,14.1,4.2,7.7,5.5,1.5
Provider,NQV,BROMLEY HEALTHCARE,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Agoraphobia,15,NULL,15.9,4.8,10.6,6.3,1.2
Provider,NQV,BROMLEY HEALTHCARE,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Generalised anxiety disorder,620,NULL,14.1,3.8,7.3,5,1.7
Provider,NQV,BROMLEY HEALTHCARE,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Hypochondriacal disorders,50,NULL,13.9,4.3,5.5,4.7,1.8
Provider,NQV,BROMLEY HEALTHCARE,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,60,NULL,14.2,4,8.9,5,1.3
Provider,NQV,BROMLEY HEALTHCARE,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Obsessive-compulsive disorder,105,NULL,14.8,4.1,8.4,5.5,1.4
Provider,NQV,BROMLEY HEALTHCARE,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Other anxiety or stress related disorder,90,NULL,12.4,4.6,7.8,5.3,1.1
Provider,NQV,BROMLEY HEALTHCARE,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],85,NULL,14.1,4.8,9.2,6.2,1.1
Provider,NQV,BROMLEY HEALTHCARE,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Post-traumatic stress disorder,130,NULL,14.9,4.6,9.4,6.7,1.2
Provider,NQV,BROMLEY HEALTHCARE,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Social phobias,85,NULL,13,4.6,5.9,4.8,1.5
Provider,NQV,BROMLEY HEALTHCARE,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Specific (isolated) phobias,30,NULL,15.3,4,7.2,5.9,2
Provider,NQV,BROMLEY HEALTHCARE,GAD7,AtCaseness,Presenting Complaint,Medically Unexplained Symptoms,Body dysmorphic disorder,10,NULL,14.9,4.6,8.7,7.1,1.4
Provider,NQV,BROMLEY HEALTHCARE,GAD7,AtCaseness,Presenting Complaint,Medically Unexplained Symptoms,Chronic fatigue syndrome,*,NULL,*,*,*,*,*
Provider,NQV,BROMLEY HEALTHCARE,GAD7,AtCaseness,Presenting Complaint,Medically Unexplained Symptoms,Irritable bowel syndrome,*,NULL,*,*,*,*,*
Provider,NQV,BROMLEY HEALTHCARE,GAD7,AtCaseness,Presenting Complaint,Medically Unexplained Symptoms,MUS not otherwise specified,*,NULL,*,*,*,*,*
Provider,NQV,BROMLEY HEALTHCARE,GAD7,AtCaseness,Presenting Complaint,Other Mental Health problems,Other,5,NULL,17,2.7,10.2,6.5,1.4
Provider,NQV,BROMLEY HEALTHCARE,GAD7,AtCaseness,Presenting Complaint,Other recorded problems,NULL,*,NULL,*,*,*,*,*
Provider,NQV,BROMLEY HEALTHCARE,GAD7,AtCaseness,Presenting Complaint,Not stated/Not known/Invalid,NULL,955,NULL,12.5,4.8,8.1,5.4,1
Provider,NQV,BROMLEY HEALTHCARE,GAD7,NotCaseness,Total,All,NULL,190,NULL,4.9,2.4,3.9,3.2,0.4
Provider,NQV,BROMLEY HEALTHCARE,GAD7,NotCaseness,Presenting Complaint,Depression,NULL,*,NULL,*,*,*,*,*
Provider,NQV,BROMLEY HEALTHCARE,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Total,110,NULL,5.4,2.5,3.7,2.9,0.6
Provider,NQV,BROMLEY HEALTHCARE,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Agoraphobia,*,NULL,*,*,*,*,*
Provider,NQV,BROMLEY HEALTHCARE,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Generalised anxiety disorder,45,NULL,5.6,1.3,3.5,2.6,1.2
Provider,NQV,BROMLEY HEALTHCARE,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Hypochondriacal disorders,*,NULL,*,*,*,*,*
Provider,NQV,BROMLEY HEALTHCARE,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,10,NULL,3.5,1.3,2.1,2,0.7
Provider,NQV,BROMLEY HEALTHCARE,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Obsessive-compulsive disorder,5,NULL,7.3,4.3,4.1,3.4,0.7
Provider,NQV,BROMLEY HEALTHCARE,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Other anxiety or stress related disorder,15,NULL,5.2,1.7,5.7,3.3,-0.2
Provider,NQV,BROMLEY HEALTHCARE,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],10,NULL,4.2,2.4,3.9,3,0.1
Provider,NQV,BROMLEY HEALTHCARE,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Post-traumatic stress disorder,5,NULL,8.3,5.2,5,2.2,0.8
Provider,NQV,BROMLEY HEALTHCARE,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Social phobias,*,NULL,*,*,*,*,*
Provider,NQV,BROMLEY HEALTHCARE,GAD7,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Specific (isolated) phobias,10,NULL,3.9,2.5,1.6,2.5,1.1
Provider,NQV,BROMLEY HEALTHCARE,GAD7,NotCaseness,Presenting Complaint,Medically Unexplained Symptoms,Body dysmorphic disorder,*,NULL,*,*,*,*,*
Provider,NQV,BROMLEY HEALTHCARE,GAD7,NotCaseness,Presenting Complaint,Medically Unexplained Symptoms,Chronic fatigue syndrome,*,NULL,*,*,*,*,*
Provider,NQV,BROMLEY HEALTHCARE,GAD7,NotCaseness,Presenting Complaint,Medically Unexplained Symptoms,Irritable bowel syndrome,*,NULL,*,*,*,*,*
Provider,NQV,BROMLEY HEALTHCARE,GAD7,NotCaseness,Presenting Complaint,Medically Unexplained Symptoms,MUS not otherwise specified,*,NULL,*,*,*,*,*
Provider,NQV,BROMLEY HEALTHCARE,GAD7,NotCaseness,Presenting Complaint,Other Mental Health problems,Other,*,NULL,*,*,*,*,*
Provider,NQV,BROMLEY HEALTHCARE,GAD7,NotCaseness,Presenting Complaint,Other recorded problems,NULL,*,NULL,*,*,*,*,*
Provider,NQV,BROMLEY HEALTHCARE,GAD7,NotCaseness,Presenting Complaint,Not stated/Not known/Invalid,NULL,75,NULL,4.5,2.1,4.2,3.7,0.1
Provider,NQV,BROMLEY HEALTHCARE,WASAS - Work,NULL,NULL,NULL,NULL,NULL,2445,3.4,2.6,2.5,2.4,0.3
Provider,NQV,BROMLEY HEALTHCARE,WASAS - Home Management,NULL,NULL,NULL,NULL,NULL,2445,3.3,2.3,2.4,2.1,0.4
Provider,NQV,BROMLEY HEALTHCARE,WASAS - Social Leisure Activities,NULL,NULL,NULL,NULL,NULL,2445,3.9,2.4,2.7,2.3,0.5
Provider,NQV,BROMLEY HEALTHCARE,WASAS - Private Leisure Activities,NULL,NULL,NULL,NULL,NULL,2445,3.2,2.4,2.2,2.2,0.4
Provider,NQV,BROMLEY HEALTHCARE,WASAS - Relationships,NULL,NULL,NULL,NULL,NULL,2445,3.2,2.3,2.2,2.1,0.4
Provider,NR5,LIVEWELL SOUTHWEST,PHQ9,AtCaseness,Total,All,NULL,3025,NULL,15.1,5.4,10.2,6.2,0.9
Provider,NR5,LIVEWELL SOUTHWEST,PHQ9,AtCaseness,Presenting Complaint,Depression,NULL,1235,NULL,16.7,4.4,10.8,5.9,1.3
Provider,NR5,LIVEWELL SOUTHWEST,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Total,1680,NULL,14,5.7,9.7,6.4,0.7
Provider,NR5,LIVEWELL SOUTHWEST,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Agoraphobia,60,NULL,15.8,5.5,10.5,6.7,0.9
Provider,NR5,LIVEWELL SOUTHWEST,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Generalised anxiety disorder,1045,NULL,13.2,5.4,9.1,5.9,0.7
Provider,NR5,LIVEWELL SOUTHWEST,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Hypochondriacal disorders,20,NULL,13.9,4.9,9.1,6.8,0.8
Provider,NR5,LIVEWELL SOUTHWEST,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,10,NULL,16.9,3.7,12.6,5.7,0.8
Provider,NR5,LIVEWELL SOUTHWEST,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Obsessive-compulsive disorder,75,NULL,11.3,6.2,7.7,5.4,0.6
Provider,NR5,LIVEWELL SOUTHWEST,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Other anxiety or stress related disorder,20,NULL,13.8,4.7,9.1,4.1,0.9
Provider,NR5,LIVEWELL SOUTHWEST,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],90,NULL,13.7,6.2,9.4,6.8,0.7
Provider,NR5,LIVEWELL SOUTHWEST,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Post-traumatic stress disorder,295,NULL,17.3,5.5,12.4,7.4,0.9
Provider,NR5,LIVEWELL SOUTHWEST,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Social phobias,40,NULL,13.7,5.1,10.7,6.5,0.5
Provider,NR5,LIVEWELL SOUTHWEST,PHQ9,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Specific (isolated) phobias,20,NULL,10.4,5.7,7.4,4.5,0.5
Provider,NR5,LIVEWELL SOUTHWEST,PHQ9,AtCaseness,Presenting Complaint,Medically Unexplained Symptoms,Body dysmorphic disorder,*,NULL,*,*,*,*,*
Provider,NR5,LIVEWELL SOUTHWEST,PHQ9,AtCaseness,Presenting Complaint,Medically Unexplained Symptoms,Chronic fatigue syndrome,*,NULL,*,*,*,*,*
Provider,NR5,LIVEWELL SOUTHWEST,PHQ9,AtCaseness,Presenting Complaint,Medically Unexplained Symptoms,Irritable bowel syndrome,*,NULL,*,*,*,*,*
Provider,NR5,LIVEWELL SOUTHWEST,PHQ9,AtCaseness,Presenting Complaint,Medically Unexplained Symptoms,MUS not otherwise specified,*,NULL,*,*,*,*,*
Provider,NR5,LIVEWELL SOUTHWEST,PHQ9,AtCaseness,Presenting Complaint,Other Mental Health problems,Other,30,NULL,14.3,4.9,10.4,6.4,0.7
Provider,NR5,LIVEWELL SOUTHWEST,PHQ9,AtCaseness,Presenting Complaint,Other recorded problems,NULL,*,NULL,*,*,*,*,*
Provider,NR5,LIVEWELL SOUTHWEST,PHQ9,AtCaseness,Presenting Complaint,Not stated/Not known/Invalid,NULL,70,NULL,16.3,4.7,11.4,6.2,0.9
Provider,NR5,LIVEWELL SOUTHWEST,PHQ9,NotCaseness,Total,All,NULL,30,NULL,5.1,2.7,7.4,5.6,-0.9
Provider,NR5,LIVEWELL SOUTHWEST,PHQ9,NotCaseness,Presenting Complaint,Depression,NULL,*,NULL,*,*,*,*,*
Provider,NR5,LIVEWELL SOUTHWEST,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Total,25,NULL,5.4,2.4,6.8,5.6,-0.5
Provider,NR5,LIVEWELL SOUTHWEST,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Agoraphobia,*,NULL,*,*,*,*,*
Provider,NR5,LIVEWELL SOUTHWEST,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Generalised anxiety disorder,10,NULL,5.7,2.4,6,4.2,-0.1
Provider,NR5,LIVEWELL SOUTHWEST,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Hypochondriacal disorders,*,NULL,*,*,*,*,*
Provider,NR5,LIVEWELL SOUTHWEST,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,*,NULL,*,*,*,*,*
Provider,NR5,LIVEWELL SOUTHWEST,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Obsessive-compulsive disorder,*,NULL,*,*,*,*,*
Provider,NR5,LIVEWELL SOUTHWEST,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Other anxiety or stress related disorder,*,NULL,*,*,*,*,*
Provider,NR5,LIVEWELL SOUTHWEST,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],*,NULL,*,*,*,*,*
Provider,NR5,LIVEWELL SOUTHWEST,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Post-traumatic stress disorder,*,NULL,*,*,*,*,*
Provider,NR5,LIVEWELL SOUTHWEST,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Social phobias,*,NULL,*,*,*,*,*
Provider,NR5,LIVEWELL SOUTHWEST,PHQ9,NotCaseness,Presenting Complaint,Anxiety and stress related disorders,Specific (isolated) phobias,*,NULL,*,*,*,*,*
Provider,NR5,LIVEWELL SOUTHWEST,PHQ9,NotCaseness,Presenting Complaint,Medically Unexplained Symptoms,Body dysmorphic disorder,*,NULL,*,*,*,*,*
Provider,NR5,LIVEWELL SOUTHWEST,PHQ9,NotCaseness,Presenting Complaint,Medically Unexplained Symptoms,Chronic fatigue syndrome,*,NULL,*,*,*,*,*
Provider,NR5,LIVEWELL SOUTHWEST,PHQ9,NotCaseness,Presenting Complaint,Medically Unexplained Symptoms,Irritable bowel syndrome,*,NULL,*,*,*,*,*
Provider,NR5,LIVEWELL SOUTHWEST,PHQ9,NotCaseness,Presenting Complaint,Medically Unexplained Symptoms,MUS not otherwise specified,*,NULL,*,*,*,*,*
Provider,NR5,LIVEWELL SOUTHWEST,PHQ9,NotCaseness,Presenting Complaint,Other Mental Health problems,Other,*,NULL,*,*,*,*,*
Provider,NR5,LIVEWELL SOUTHWEST,PHQ9,NotCaseness,Presenting Complaint,Other recorded problems,NULL,*,NULL,*,*,*,*,*
Provider,NR5,LIVEWELL SOUTHWEST,PHQ9,NotCaseness,Presenting Complaint,Not stated/Not known/Invalid,NULL,*,NULL,*,*,*,*,*
Provider,NR5,LIVEWELL SOUTHWEST,GAD7,AtCaseness,Total,All,NULL,3025,NULL,14,4.5,9.2,5.5,1.1
Provider,NR5,LIVEWELL SOUTHWEST,GAD7,AtCaseness,Presenting Complaint,Depression,NULL,1235,NULL,12.8,4.7,8.8,5.3,0.8
Provider,NR5,LIVEWELL SOUTHWEST,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Total,1680,NULL,14.9,4.1,9.5,5.6,1.3
Provider,NR5,LIVEWELL SOUTHWEST,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Agoraphobia,60,NULL,15.4,4.2,9.6,6,1.3
Provider,NR5,LIVEWELL SOUTHWEST,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Generalised anxiety disorder,1045,NULL,14.7,3.8,9.2,5.3,1.4
Provider,NR5,LIVEWELL SOUTHWEST,GAD7,AtCaseness,Presenting Complaint,Anxiety and stress related disorders,Hypochondriacal disorders,20,NULL,17,3.9,9.9,6.2,1.6
